x	t=0.5	t=1.2	t=2.0
-1.0	0.5	0.5	0.5
-0.99	0.49926358853854785	0.499802761113353	0.4999419517678976
-0.98	0.49845333213682297	0.4995854897816805	0.4998779744618061
-0.97	0.49756528676146	0.49934682122367363	0.49980762586753147
-0.96	0.4965955982733714	0.49908535452045316	0.4997304451108977
-0.95	0.4955404140783156	0.49879962278812395	0.4996459428697434
-0.94	0.49439590222357266	0.49848809223059515	0.49955360001516597
-0.9299999999999999	0.49315826829523607	0.4981491604262551	0.49945286592631855
-0.92	0.4918237730496659	0.497781154673419	0.4993431567140805
-0.91	0.49038875059379794	0.4973823303794558	0.4992238533404371
-0.9	0.4888496270017645	0.49695086950229533	0.49909429962675694
-0.89	0.4872029392403273	0.49648487905301875	0.4989538001434528
-0.88	0.4854453542636013	0.4959823896689336	0.4988016179729585
-0.87	0.4835736881262318	0.49544135426726094	0.49863697233736437
-0.86	0.48158492495391514	0.494859646790324	0.4984590360814202
-0.85	0.47947623560118363	0.49423506105393367	0.4982669330009494
-0.84	0.47724499581900803	0.4935653097115084	0.49805973500599793
-0.83	0.4748888037492828	0.49284802334734845	0.497836459107298
-0.8200000000000001	0.4724054965599308	0.492080749713397	0.49759606421382485
-0.81	0.4697931660334484	0.491260953124767	0.49733744772839117
-0.8	0.4670501729234569	0.4903860140302811	0.49705944192735163
-0.79	0.4641751598984163	0.4894532287752619	0.4967608101095751
-0.78	0.46116706289926246	0.4884598095748102	0.49644024249889335
-0.77	0.4580251207484291	0.48740288471681176	0.49609635188326173
-0.76	0.45474888286156906	0.4862794990149063	0.49572766897286746
-0.75	0.45133821493023885	0.48508661453262575	0.4953326374584053
-0.74	0.44779330246375426	0.4838211116008475	0.4949096087497202
-0.73	0.44411465210116297	0.48247979015158926	0.4944568363740121
-0.72	0.4403030906295337	0.4810593713919899	0.4939724700118102
-0.71	0.43635976167216467	0.4795564998430386	0.49345454914798836
-0.7	0.43228612003943573	0.4779677457682205	0.49290099631423256
-0.69	0.42808392376535054	0.4762896080177109	0.49230960989861083
-0.6799999999999999	0.42375522388376957	0.4745185173140442	0.491678056497272
-0.6699999999999999	0.41930235202930743	0.47265084000527463	0.49100386278287445
-0.6599999999999999	0.4147279059782114	0.47068288231151273	0.49028440686414654
-0.65	0.41003473327359247	0.468610895090308	0.4895169091110882
-0.64	0.40522591310650136	0.46643107914565	0.48869842242080913
-0.63	0.40030473664889626	0.464139591104302	0.48782582189994567
-0.62	0.39527468605598454	0.4617325498817642	0.48689579394110777
-0.61	0.39013941237320554	0.4592060437583226	0.4859048246730074
-0.6	0.384902712596866	0.4565561380833457	0.48484918776692815
-0.5900000000000001	0.3795685061467983	0.45377888362322	0.48372493158618934
-0.5800000000000001	0.3741408110142015	0.45087032556501183	0.48252786567039924
-0.5700000000000001	0.368623719847934	0.44782651318411276	0.4812535465527932
-0.56	0.36302137623801356	0.4446435101797025	0.47989726291704404
-0.55	0.3573379514460799	0.44131740567687405	0.4784540201098645
-0.54	0.3515776218193709	0.4378443258886729	0.47691852403778867
-0.53	0.3457445471077236	0.43422044642512125	0.4752851644910411
-0.52	0.33984284988270713	0.4304420052295381	0.47354799795471414
-0.51	0.3338765962347699	0.42650531611515907	0.4717007299879718
-0.5	0.3278497778988316	0.42240678286723743	0.4697366972760639
-0.49	0.3217662959317128	0.41814291386754654	0.46764884948801
-0.48	0.31562994603682	0.4137103371895522	0.4654297311053265
-0.47	0.309444405603234	0.4091058161036081	0.4630714634245625
-0.45999999999999996	0.3032132224984114	0.40432626492243384	0.46056572697912035
-0.44999999999999996	0.29693980562667754	0.3993687651080109	0.4579037446742486
-0.43999999999999995	0.29062741724008784	0.394230581552031	0.45507626598356266
-0.43000000000000005	0.2842791669645174	0.38890917893330784	0.452073552616216
-0.42000000000000004	0.2778980074823831	0.38340223804732193	0.44888536613103003
-0.41000000000000003	0.2714867317944971	0.37770767199549676	0.44550095804744233
-0.4	0.2650479719674101	0.3718236421151051	0.4419090630827408
-0.39	0.2585841992593369	0.3657485735251178	0.4380978962301119
-0.38	0.25209772550742665	0.3594811701590051	0.4340551544815325
-0.37	0.2455907056516897	0.35302042915274157	0.42976802409200054
-0.36	0.23906514126623435	0.3463656544552004	0.4252231943749509
-0.35	0.23252288496644577	0.3395164695289575	0.4204068791101852
-0.33999999999999997	0.22596564556112259	0.3324728290123989	0.4153048467316941
-0.32999999999999996	0.2193949938211648	0.3252350292190476	0.4099024605389285
-0.31999999999999995	0.21281236874087664	0.3178037173572803	0.4041847302359179
-0.31000000000000005	0.2062190841740429	0.3101798993630955	0.39813637614168335
-0.30000000000000004	0.1996163357343496	0.30236494625031274	0.39174190742506876
-0.29000000000000004	0.19300520785816794	0.2943605988964076	0.3849857156888821
-0.28	0.18638668093690994	0.28616897119798446	0.3778521851526161
-0.27	0.17976163843583992	0.27779255154741817	0.3703258205498976
-0.26	0.17313087392613627	0.2692342026011835	0.3623913936558053
-0.25	0.1664950979669213	0.2604971593304828	0.3540341090800978
-0.24	0.15985494478372456	0.2515850253655753	0.3452397895959815
-0.22999999999999998	0.15321097869925268	0.24250176766626128	0.33599508081285734
-0.21999999999999997	0.14656370028126395	0.23325170957179714	0.32628767444092416
-0.20999999999999996	0.13991355218069815	0.2238395223035996	0.3161065487350149
-0.19999999999999996	0.13326092464089498	0.21427021501293905	0.3054422239494142
-0.18999999999999995	0.12660616066571062	0.2045491234829088	0.29428702979604054
-0.18000000000000005	0.1199495608405724	0.19468189760881907	0.2826353809945893
-0.17000000000000004	0.11329138780599413	0.18467448779337398	0.2704840560630371
-0.16000000000000003	0.10663187038781553	0.17453313040216553	0.25783247355763006
-0.15000000000000002	0.09997120739245521	0.16426433243088906	0.24468295907956356
-0.14	0.09330957107881499	0.15387485553802863	0.23104099557556895
-0.13	0.08664711032119105	0.1433716995955003	0.21691544883232475
-0.12	0.07998395347969074	0.13276208590487373	0.20231875966384275
-0.10999999999999999	0.07332021099627738	0.12205344021845504	0.18726709417958748
-0.09999999999999998	0.066655977735739	0.11125337569294051	0.17178044375576076
-0.08999999999999997	0.0599913350916552	0.10036967588888975	0.15588266695779107
-0.07999999999999996	0.05332635287788958	0.08941027791236969	0.13960146670569998
-0.06999999999999995	0.04666109102631726	0.07838325577631808	0.1229682974395396
-0.06000000000000005	0.039995601111471296	0.06729680403907293	0.10601819890575118
-0.050000000000000044	0.03332992772260847	0.05615922175676784	0.08878955539319766
-0.040000000000000036	0.026664109703404985	0.04497889676558363	0.07132378171569713
-0.030000000000000027	0.01999818127914001	0.03376429028986538	0.05366493985468297
-0.020000000000000018	0.013332173090849624	0.022523921853524392	0.03585929280820661
-0.010000000000000009	0.006666113155569291	0.011266354455578814	0.01795480469508724
0.0	2.7771456678535083e-08	1.799566996976591e-07	5.983877540384768e-07
0.010000000000000009	-0.006666057613677032	-0.011265995387299858	-0.01795361624374049
0.020000000000000018	-0.013332117552084816	-0.022523565316596383	-0.03585812911715243
0.030000000000000027	-0.01999812574580353	-0.033763937958488414	-0.05366381673271716
0.040000000000000036	-0.026664054178128744	-0.044978550293910825	-0.07132271395623925
0.050000000000000044	-0.03332987220850221	-0.056158882770898345	-0.08878855642943546
0.06000000000000005	-0.039995545612283974	-0.06729647412906589	-0.1060172805222656
0.07000000000000006	-0.04666103554661715	-0.07838293648824639	-0.12296746955016823
0.08000000000000007	-0.05332629742326761	-0.0894099707404411	-0.13960073720341665
0.09000000000000008	-0.05999127966895623	-0.10036938226767193	-0.1558820416382886
0.10000000000000009	-0.06665592235332539	-0.11125309698973668	-0.17177992631253577
0.1100000000000001	-0.07332015566432973	-0.12205317772588695	-0.1872666862649141
0.1200000000000001	-0.07998389821055034	-0.1327618408337371	-0.20231846100728487
0.1299999999999999	-0.08664705512974936	-0.14337147306796608	-0.21691525740649592
0.1399999999999999	-0.09330951598295406	-0.15387464858126818	-0.231040907797746
0.1499999999999999	-0.09997115241354433	-0.16426414597120723	-0.24468297003745532
0.15999999999999992	-0.10663181555126743	-0.17453296525972417	-0.25783257724800757
0.16999999999999993	-0.11329133314188573	-0.18467434467758975	-0.2704842456329036
0.17999999999999994	-0.11994950638433192	-0.19468177711451304	-0.28263564897596044
0.18999999999999995	-0.12660610645887455	-0.20454902608727954	-0.2942873683270411
0.19999999999999996	-0.13326087073193568	-0.214270141073422	-0.3054426249761485
0.20999999999999996	-0.1399134986259231	-0.22383947205666094	-0.316107004190388
0.21999999999999997	-0.14656364714578404	-0.233251683132701	-0.32628817639819385
0.22999999999999998	-0.1532109260580181	-0.24250176502982948	-0.33599562161309976
0.24	-0.1598548927226225	-0.2515850464079451	-0.3452403619498283
0.25	-0.16649504658392827	-0.26049720381185043	-0.3540347061450273
0.26	-0.17313082333251642	-0.2692342701695047	-0.3623920090909377
0.27	-0.17976158875737466	-0.2777926417430193	-0.3703264485506964
0.28	-0.18638663231514677	-0.28616908345902575	-0.3778528204681393
0.29000000000000004	-0.19300516045166732	-0.2943607325651213	-0.38498635362430905
0.30000000000000004	-0.19961628971990983	-0.3023651005799326	-0.3917425438321756
0.31000000000000005	-0.20621903974787822	-0.31018007352537924	-0.3981370073997894
0.32000000000000006	-0.2128123261197197	-0.3178039104505223	-0.4041853532256096
0.33000000000000007	-0.21939495324326305	-0.3252352402764739	-0.40990307261061243
0.3400000000000001	-0.2259656072870957	-0.3324730570108317	-0.41530544567075317
0.3500000000000001	-0.2325228492799666	-0.3395167133976388	-0.4204074631002358
0.3600000000000001	-0.23906510847449733	-0.3463659130846653	-0.42522376196043266
0.3700000000000001	-0.24559067608562574	-0.3530207014036355	-0.42976857414108177
0.3799999999999999	-0.2520976995216264	-0.35948145487074745	-0.43405568615009393
0.3899999999999999	-0.258584177231643	-0.36574886952432045	-0.43809840892737306
0.3999999999999999	-0.265047954298143	-0.37182394822366305	-0.4419095564389282
0.4099999999999999	-0.27148671890527604	-0.3777079870382793	-0.445501431883757
0.41999999999999993	-0.27789799981451563	-0.38340256085940294	-0.4488858204320575
0.42999999999999994	-0.284279164976931	-0.38890950836668337	-0.45207398750482963
0.43999999999999995	-0.29062742140678427	-0.3942309164817874	-0.45507668169830173
0.44999999999999996	-0.2969398164337012	-0.3993691044379108	-0.457904141549096
0.45999999999999996	-0.30321324044032927	-0.40432660758990535	-0.4605661054255679
0.47	-0.3094444311791365	-0.4091061610841264	-0.46307182391582546
0.48	-0.31562997974586293	-0.41371068350041446	-0.4654300741625505
0.49	-0.321766338268232	-0.41814326057104956	-0.4676491756683083
0.5	-0.32784982934707557	-0.4224071290732724	-0.46973700716221706
0.51	-0.3338766572633064	-0.42650566098324705	-0.47170102417962756
0.52	-0.33984292093857166	-0.43044234797033226	-0.47354827706092867
0.53	-0.345744628610391	-0.4342207863014081	-0.475285429124013
0.54	-0.3515777141546396	-0.43784466221590695	-0.4769187748076437
0.55	-0.3573380549599665	-0.4413177378232822	-0.47845425762036453
0.56	-0.36302149123076494	-0.44464383756599857	-0.47989748776209945
0.5700000000000001	-0.36862384656826447	-0.4478268352828588	-0.4812537593136733
0.5800000000000001	-0.37414094965386835	-0.4508706418996681	-0.48252806691354316
0.5900000000000001	-0.37956865683562563	-0.4537791937669211	-0.48372512186153216
0.6000000000000001	-0.38490287539832546	-0.45655644165743975	-0.48484936760666486
0.6100000000000001	-0.39013958728065146	-0.4592063404307108	-0.4859049945907278
0.6200000000000001	-0.3952748729896361	-0.4617328393650768	-0.4868959544312422
0.6299999999999999	-0.4003049354536463	-0.46413987315393923	-0.48782597343747114
