variables=x,y
zone i=101,j=101,F=POINT
1.000000000000000000e+00	-0.000000000000000000e+00
9.990133642141357795e-01	-1.431418913350524012e-04
9.960573506572389935e-01	-5.709515999942404779e-04
9.911436253643444161e-01	-1.278625056893489733e-03
9.842915805643155380e-01	-2.258298799182500722e-03
9.755282581475768211e-01	-3.499255445054383264e-03
9.648882429441256736e-01	-4.988193038193566506e-03
9.524135262330097884e-01	-6.709541496975846182e-03
9.381533400219317365e-01	-8.645806716539982534e-03
9.221639627510075377e-01	-1.077792156229773202e-02
9.045084971874737256e-01	-1.308558316186129132e-02
8.852566213878946266e-01	-1.554755754767286197e-02
8.644843137107057762e-01	-1.814193572150901712e-02
8.422735529643443630e-01	-2.084632940508958018e-02
8.187119948743448727e-01	-2.363799982534708910e-02
7.938926261462366796e-01	-2.649391851032456557e-02
7.679133974894982728e-01	-2.939076485144422046e-02
7.408768370508576062e-01	-3.230487071248906022e-02
7.128896457825363298e-01	-3.521212723785173415e-02
6.840622763423390706e-01	-3.808787287225707391e-02
6.545084971874737256e-01	-4.090678415275612184e-02
6.243449435824273142e-01	-4.364279185531914906e-02
5.936906572928624115e-01	-4.626904445508262659e-02
5.626666167821522402e-01	-4.875793858125208879e-02
5.313952597646567355e-01	-5.108123231527565700e-02
5.000000000000000000e-01	-5.321025200057158400e-02
4.686047402353433200e-01	-5.511619700477209116e-02
4.373333832178479263e-01	-5.677053997900911170e-02
4.063093427071376995e-01	-5.814551302517154824e-02
3.756550564175725748e-01	-5.921466327069606350e-02
3.454915028125264409e-01	-5.995345511933849320e-02
3.159377236576611514e-01	-6.033989132301689068e-02
2.871103542174636702e-01	-6.035512137353322981e-02
2.591231629491422828e-01	-5.998400383047052670e-02
2.320866025105015606e-01	-5.921558926729308253e-02
2.061073738537634870e-01	-5.804349260037428015e-02
1.812880051256551273e-01	-5.646612761181403484e-02
1.577264470356556370e-01	-5.448678231167435743e-02
1.355156862892943348e-01	-5.211352112107203727e-02
1.147433786121054289e-01	-4.935890830957275627e-02
9.549150281252632988e-02	-4.623955622815016653e-02
7.783603724899257337e-02	-4.277551113326782950e-02
6.184665997806820803e-02	-3.898949827001545188e-02
4.758647376699032261e-02	-3.490605585659615345e-02
3.511175705587432638e-02	-3.055059421601183378e-02
2.447174185242323441e-02	-2.594842113265007771e-02
1.570841943568451748e-02	-2.112377726726087993e-02
8.856374635655639427e-03	-1.609892595465439724e-02
3.942649342761117559e-03	-1.089333987317569162e-02
9.866357858642205159e-04	-5.523022984810322528e-03
0.000000000000000000e+00	0.000000000000000000e+00
9.866357858642205159e-04	5.523022984810322528e-03
3.942649342761062048e-03	1.089333987317561529e-02
8.856374635655694938e-03	1.609892595465444581e-02
1.570841943568440646e-02	2.112377726726080707e-02
2.447174185242317890e-02	2.594842113265005343e-02
3.511175705587427087e-02	3.055059421601180950e-02
4.758647376699015608e-02	3.490605585659609100e-02
6.184665997806820803e-02	3.898949827001545188e-02
7.783603724899240683e-02	4.277551113326779481e-02
9.549150281252610784e-02	4.623955622815012489e-02
1.147433786121053734e-01	4.935890830957274933e-02
1.355156862892940572e-01	5.211352112107200257e-02
1.577264470356556925e-01	5.448678231167437130e-02
1.812880051256552383e-01	5.646612761181405565e-02
2.061073738537633759e-01	5.804349260037428015e-02
2.320866025105018382e-01	5.921558926729308947e-02
2.591231629491423938e-01	5.998400383047054751e-02
2.871103542174638923e-01	6.035512137353320206e-02
3.159377236576610959e-01	6.033989132301689762e-02
3.454915028125262189e-01	5.995345511933850707e-02
3.756550564175727969e-01	5.921466327069604962e-02
4.063093427071376995e-01	5.814551302517154824e-02
4.373333832178477043e-01	5.677053997900909782e-02
4.686047402353433755e-01	5.511619700477209116e-02
4.999999999999998890e-01	5.321025200057159094e-02
5.313952597646564024e-01	5.108123231527567781e-02
5.626666167821521292e-01	4.875793858125208879e-02
5.936906572928621895e-01	4.626904445508264047e-02
6.243449435824274252e-01	4.364279185531913519e-02
6.545084971874736146e-01	4.090678415275610796e-02
6.840622763423387376e-01	3.808787287225713636e-02
7.128896457825358857e-01	3.521212723785178272e-02
7.408768370508578283e-01	3.230487071248903941e-02
7.679133974894983838e-01	2.939076485144417189e-02
7.938926261462364575e-01	2.649391851032459680e-02
8.187119948743446507e-01	2.363799982534712033e-02
8.422735529643439190e-01	2.084632940508961488e-02
8.644843137107056652e-01	1.814193572150903447e-02
8.852566213878947377e-01	1.554755754767289666e-02
9.045084971874737256e-01	1.308558316186129132e-02
9.221639627510074266e-01	1.077792156229779794e-02
9.381533400219315144e-01	8.645806716540015494e-03
9.524135262330096774e-01	6.709541496975846182e-03
9.648882429441256736e-01	4.988193038193566506e-03
9.755282581475768211e-01	3.499255445054383264e-03
9.842915805643155380e-01	2.258298799182500722e-03
9.911436253643444161e-01	1.278625056893489733e-03
9.960573506572388824e-01	5.709515999942737629e-04
9.990133642141357795e-01	1.431418913350524012e-04
1.000000000000000000e+00	0.000000000000000000e+00
1.000751057126016752e+00	4.608322753454934620e-17
9.997821236380715071e-01	-1.717694036899007582e-03
9.968786506733424702e-01	-3.621408686051637380e-03
9.920305482395805896e-01	-5.751111234005436279e-03
9.852466840821135774e-01	-8.110505560126301736e-03
9.765490588312695230e-01	-1.069106164396078397e-02
9.659694243328411645e-01	-1.347850089784233263e-02
9.535479034271502341e-01	-1.645500380000056509e-02
9.393323525772144800e-01	-1.960023771583772542e-02
9.233779732237733517e-01	-2.289199741233426122e-02
9.057470003826003646e-01	-2.630668227427674505e-02
8.865084071605284777e-01	-2.981967793950762724e-02
8.657376020609732770e-01	-3.340566237249872200e-02
8.435161102410160261e-01	-3.703884157365210095e-02
8.199312357355899028e-01	-4.069311686898662017e-02
7.950757042690638210e-01	-4.434218708150934607e-02
7.690472875032750011e-01	-4.795959213247673325e-02
7.419484101560276379e-01	-5.151870845894934020e-02
7.138857416762989239e-01	-5.499271030396685189e-02
6.849697742266743772e-01	-5.835451393216953969e-02
6.553143886757614167e-01	-6.157672378914053751e-02
6.250364101890337754e-01	-6.463160032163410562e-02
5.942551548578284271e-01	-6.749106847819184851e-02
5.630919686478476072e-01	-7.012678379594014522e-02
